EmployeeID,Age,Gender,Education,Department,JobRole,YearsExperience,YearsAtCompany,PerformanceScore,WorkHours,Overtime,ProjectsHandled,TrainingHours,WorkLifeBalance,JobSatisfaction,Absences,Promotions,DistanceFromHome,StressLevel,MonthlyIncome,Attrition
30484,37.0,Female,Master,IT,Manager,23,23,5,63.0,Yes,6,83,2,2,14,0,19,High,66286.0,Yes
30485,58.0,Male,Master,IT,Analyst,33,26,4,61.0,Yes,6,94,3,2,12,0,5,High,76167.0,Yes
30486,25.0,Female,Bachelor,Sales,Engineer,23,21,3,64.0,No,14,6,2,3,19,2,1,Low,60880.0,Yes
30487,33.0,Female,PhD,IT,Engineer,0,16,5,42.0,Yes,13,86,4,2,14,2,47,High,31709.0,Yes
30488,29.0,Male,Master,Finance,Analyst,0,23,2,39.0,Yes,18,50,1,3,3,4,38,Low,27351.0,Yes
30489,46.0,Male,PhD,Sales,Manager,14,27,5,57.0,No,12,51,3,2,1,2,24,Medium,49909.0,Yes
30490,33.0,Male,Bachelor,HR,Analyst,10,17,3,34.0,Yes,6,16,4,3,7,0,4,High,42033.0,Yes
30491,39.0,Male,Master,Sales,Analyst,15,15,5,,No,4,59,2,2,1,1,15,Low,51861.0,Yes
30492,37.0,Female,PhD,HR,Analyst,18,2,5,35.0,Yes,10,2,3,3,14,2,44,High,55359.0,Yes
30493,36.0,Male,Master,Sales,Engineer,7,9,2,38.0,Yes,16,17,4,4,13,3,44,High,36165.0,Yes
30494,50.0,Female,PhD,Finance,Manager,13,13,5,59.0,Yes,6,22,1,4,0,2,31,Medium,47616.0,Yes
30495,52.0,Male,PhD,Finance,Analyst,1,10,4,59.0,No,15,46,4,5,14,4,3,Low,24888.0,No
30496,34.0,Male,PhD,IT,Manager,8,8,3,46.0,No,11,57,3,5,6,2,24,Low,40367.0,No
30497,35.0,Female,Bachelor,IT,Manager,25,0,3,,No,4,74,2,5,8,1,49,Medium,62173.0,Yes
30498,32.0,Female,Master,HR,Analyst,10,5,2,58.0,No,5,87,1,5,10,3,38,High,40386.0,Yes
30499,57.0,Female,PhD,Finance,Analyst,18,25,5,37.0,Yes,18,6,4,4,19,2,20,Low,52697.0,No
30500,31.0,Male,Bachelor,IT,Engineer,22,21,3,34.0,Yes,13,59,2,3,14,3,29,Medium,61047.0,Yes
30501,25.0,Female,PhD,HR,Analyst,27,22,2,35.0,No,19,92,4,4,16,0,41,Low,59727.0,No
30502,31.0,Female,PhD,Finance,Engineer,6,21,3,45.0,Yes,10,8,3,2,0,3,12,Medium,30435.0,Yes
30503,54.0,Female,Bachelor,Finance,Analyst,7,28,4,58.0,Yes,13,44,3,5,7,2,22,Medium,37472.0,No
30504,39.0,Male,Bachelor,Sales,Manager,14,6,2,,No,18,7,1,4,6,4,48,Medium,46719.0,Yes
30505,,Female,Master,HR,Engineer,31,9,5,44.0,Yes,17,17,4,2,19,0,34,Low,71779.0,Yes
30506,46.0,Female,Bachelor,Finance,Manager,31,13,2,45.0,Yes,4,2,4,5,16,2,33,Medium,,No
30507,37.0,Male,PhD,Sales,Engineer,18,29,4,56.0,Yes,9,75,4,3,3,2,22,High,59372.0,Yes
30508,,Female,Bachelor,Sales,Engineer,34,3,5,,No,14,82,2,3,13,2,8,Medium,84884.0,Yes
30509,39.0,Female,Bachelor,Finance,Analyst,24,0,2,36.0,No,5,90,3,1,2,0,21,High,56070.0,Yes
30510,40.0,Female,PhD,Finance,Manager,21,15,4,52.0,Yes,6,39,4,1,8,3,26,Medium,61909.0,Yes
30511,43.0,Female,PhD,Finance,Analyst,9,28,3,67.0,No,19,82,1,3,1,1,23,Low,39118.0,Yes
30512,45.0,Male,Master,Finance,Manager,7,1,5,32.0,Yes,3,87,3,2,18,3,33,Low,36533.0,Yes
30513,48.0,Female,PhD,IT,Engineer,14,4,5,,Yes,9,35,3,2,15,0,19,High,46708.0,Yes
30514,57.0,Male,Bachelor,IT,Manager,1,0,5,34.0,Yes,18,51,2,2,9,1,5,Medium,36274.0,Yes
30515,32.0,Female,Bachelor,Sales,Manager,9,12,1,31.0,No,9,53,3,2,7,4,40,Low,,Yes
30516,21.0,Male,PhD,IT,Manager,15,17,3,39.0,Yes,19,16,1,2,13,4,35,Medium,,Yes
30517,22.0,Male,Master,Sales,Manager,7,7,1,58.0,Yes,1,96,1,3,9,1,22,Low,34461.0,Yes
30518,30.0,Male,Master,Finance,Manager,22,22,2,35.0,No,8,49,4,5,16,4,30,Medium,56461.0,No
30519,54.0,Male,PhD,Sales,Manager,2,1,1,34.0,No,12,76,3,4,3,2,26,High,25840.0,Yes
30520,52.0,Female,Bachelor,HR,Analyst,20,2,1,49.0,No,16,76,1,2,15,2,49,High,49057.0,Yes
30521,45.0,Male,PhD,HR,Analyst,7,19,2,31.0,No,4,52,3,3,11,1,21,High,37316.0,Yes
30522,30.0,Male,Bachelor,HR,Engineer,31,5,2,34.0,No,9,22,3,4,2,2,41,Low,73314.0,No
30523,21.0,Female,Bachelor,Sales,Engineer,22,19,5,35.0,Yes,5,86,1,1,1,2,19,High,60918.0,Yes
30524,52.0,Male,Bachelor,HR,Engineer,24,12,3,59.0,Yes,14,88,2,4,13,2,4,Medium,58588.0,Yes
30525,57.0,Female,PhD,IT,Analyst,9,4,2,65.0,No,18,66,3,5,3,0,30,Medium,39371.0,No
30526,32.0,Male,Bachelor,Sales,Manager,21,1,1,49.0,No,2,50,2,5,14,4,42,Medium,55990.0,Yes
30527,38.0,Female,PhD,IT,Manager,17,11,5,68.0,No,4,61,4,3,13,0,12,Medium,50976.0,No
30528,,Female,PhD,Sales,Analyst,24,29,3,63.0,No,1,7,3,2,7,0,26,High,64673.0,Yes
30529,,Male,Master,IT,Analyst,14,22,2,46.0,Yes,5,65,4,3,2,2,39,Medium,49718.0,No
30530,23.0,Female,Master,Finance,Engineer,11,15,4,63.0,Yes,17,84,4,5,13,1,47,High,42016.0,Yes
30531,41.0,Male,Master,Finance,Engineer,27,12,2,52.0,No,6,80,1,4,18,0,1,High,66509.0,Yes
30532,34.0,Male,PhD,Finance,Manager,6,27,3,43.0,Yes,8,54,1,1,2,4,14,Low,30988.0,Yes
30533,30.0,Male,PhD,Finance,Analyst,13,19,1,53.0,No,12,64,1,4,18,4,47,High,46092.0,Yes
30534,22.0,Female,PhD,Finance,Manager,0,8,4,62.0,Yes,10,79,4,5,15,3,27,Low,30122.0,No
30535,57.0,Female,Master,Finance,Manager,28,7,5,57.0,Yes,12,92,3,2,3,4,6,Low,76562.0,Yes
30536,31.0,Male,Bachelor,HR,Analyst,10,22,5,39.0,Yes,19,72,1,1,12,2,40,High,45407.0,Yes
30537,21.0,Female,Bachelor,Sales,Analyst,5,6,3,63.0,No,1,10,1,2,2,4,39,Low,,Yes
30538,46.0,Female,Master,IT,Manager,16,14,5,43.0,No,19,35,3,4,7,3,45,High,58199.0,Yes
30539,33.0,Male,Master,Sales,Analyst,31,9,2,64.0,No,12,68,1,2,8,4,22,Medium,71724.0,Yes
30540,48.0,Female,Bachelor,IT,Engineer,10,4,5,30.0,Yes,9,6,1,5,14,0,41,Low,40515.0,Yes
30541,56.0,Female,Master,IT,Engineer,25,21,5,,Yes,6,11,2,5,17,4,30,Low,67124.0,Yes
30542,41.0,Male,PhD,IT,Analyst,5,28,5,65.0,Yes,19,38,3,5,11,2,17,Medium,37808.0,No
30543,30.0,Male,PhD,IT,Analyst,0,3,5,36.0,Yes,17,60,3,5,5,1,43,High,31778.0,Yes
30544,32.0,Female,Master,Finance,Engineer,11,15,5,35.0,Yes,11,88,4,3,16,4,2,Low,50790.0,No
30545,,Female,PhD,Sales,Engineer,14,8,3,67.0,No,9,46,1,1,7,4,5,Low,49315.0,Yes
30546,23.0,Female,PhD,Finance,Analyst,9,14,4,30.0,No,11,86,1,5,14,0,22,High,39143.0,Yes
30547,48.0,Male,PhD,HR,Engineer,15,24,4,32.0,Yes,10,51,2,3,13,2,42,High,48151.0,Yes
30548,22.0,Female,Bachelor,Finance,Manager,22,22,1,52.0,No,4,64,3,2,10,3,48,High,55890.0,Yes
30549,48.0,Female,Master,HR,Analyst,16,7,1,52.0,Yes,18,58,4,3,11,0,24,Low,41825.0,No
30550,51.0,Female,PhD,IT,Engineer,4,21,2,38.0,Yes,17,34,3,3,15,0,18,Low,29864.0,No
30551,41.0,Male,Master,Sales,Analyst,2,17,1,61.0,No,6,72,2,2,10,1,23,Low,26186.0,Yes
30552,27.0,Female,PhD,IT,Analyst,26,3,4,64.0,Yes,10,98,3,5,19,2,44,Low,63828.0,No
30553,51.0,Female,Bachelor,IT,Engineer,9,16,1,43.0,Yes,10,54,2,1,3,3,11,Low,31894.0,Yes
30554,34.0,Male,PhD,Sales,Engineer,8,22,3,,No,6,99,4,2,12,3,20,High,40405.0,Yes
30555,,Female,Bachelor,Finance,Manager,2,13,3,35.0,Yes,14,8,1,2,14,2,32,Low,26275.0,Yes
30556,59.0,Female,PhD,HR,Engineer,34,21,1,66.0,Yes,10,80,1,5,8,4,19,High,76921.0,Yes
30557,29.0,Male,Bachelor,IT,Analyst,2,26,4,50.0,No,4,98,2,1,11,4,17,High,31941.0,Yes
30558,43.0,Female,PhD,HR,Analyst,4,5,4,40.0,No,5,38,1,4,16,2,8,Low,34028.0,Yes
30559,32.0,Female,PhD,IT,Analyst,1,20,1,32.0,Yes,13,26,1,1,7,2,25,High,20586.0,Yes
30560,49.0,Male,Bachelor,Finance,Analyst,30,13,5,48.0,No,18,12,2,1,8,4,10,Medium,73890.0,Yes
30561,58.0,Female,PhD,IT,Analyst,0,12,4,42.0,Yes,7,55,2,1,15,2,37,Medium,25315.0,Yes
30562,59.0,Female,PhD,Finance,Engineer,2,26,4,55.0,No,16,43,2,3,12,3,44,Medium,27021.0,Yes
30563,42.0,Female,PhD,Finance,Engineer,33,18,4,52.0,Yes,17,70,3,2,11,4,37,Medium,78467.0,Yes
30564,24.0,Female,Bachelor,IT,Analyst,8,1,5,48.0,Yes,4,22,1,1,13,4,36,Medium,39725.0,Yes
30565,27.0,Female,Master,Finance,Manager,33,28,1,40.0,No,14,77,3,3,6,1,44,Medium,75736.0,No
30566,28.0,Female,PhD,HR,Analyst,16,0,1,42.0,Yes,2,58,2,2,17,1,9,Medium,42503.0,Yes
30567,55.0,Male,PhD,Sales,Analyst,9,1,2,53.0,Yes,10,44,1,4,6,4,1,Low,34154.0,Yes
30568,29.0,Male,Bachelor,Sales,Manager,8,6,2,40.0,Yes,11,1,4,4,19,3,1,High,37067.0,Yes
30569,33.0,Male,Master,Finance,Manager,6,6,5,50.0,No,9,3,2,4,9,3,26,Medium,39855.0,Yes
30570,59.0,Male,PhD,HR,Analyst,25,13,2,55.0,Yes,5,21,2,3,1,3,44,High,61493.0,Yes
30571,40.0,Female,PhD,Finance,Manager,9,17,3,31.0,Yes,6,82,2,2,16,3,28,Low,,Yes
30572,41.0,Male,Master,Finance,Engineer,11,22,2,66.0,Yes,17,36,3,2,16,2,44,High,44113.0,Yes
30573,39.0,Male,PhD,Sales,Analyst,1,11,2,62.0,No,4,40,4,4,5,0,8,Medium,20913.0,No
30574,22.0,Male,Master,Finance,Analyst,2,17,5,57.0,Yes,4,6,3,3,4,4,13,Medium,37353.0,No
30575,50.0,Male,Bachelor,Finance,Manager,30,2,4,46.0,Yes,11,56,4,5,11,2,21,Low,77106.0,No
30576,43.0,Female,Bachelor,IT,Engineer,20,6,3,42.0,Yes,16,50,1,1,5,1,33,Low,53732.0,Yes
30577,33.0,Female,Master,Sales,Manager,1,24,1,35.0,No,14,0,4,1,11,1,33,Medium,22666.0,Yes
30578,53.0,Female,Bachelor,Finance,Engineer,29,13,4,34.0,No,14,1,3,2,4,3,21,Low,76171.0,Yes
30579,52.0,Male,Master,Sales,Engineer,1,11,1,56.0,No,12,65,1,2,17,0,13,Medium,21406.0,Yes
30580,48.0,Male,PhD,Finance,Analyst,22,3,5,55.0,No,18,15,2,5,7,4,35,Medium,60497.0,Yes
30581,44.0,Male,Bachelor,Finance,Engineer,1,26,2,63.0,Yes,4,36,3,2,4,4,12,Low,25822.0,Yes
30582,48.0,Male,Master,HR,Analyst,2,1,2,67.0,No,3,53,1,5,17,1,32,High,,Yes
30583,50.0,Female,Master,IT,Engineer,0,11,2,41.0,No,4,50,3,2,14,4,32,Low,20228.0,Yes
30584,49.0,Female,Master,HR,Engineer,0,12,5,52.0,Yes,3,78,3,1,15,2,22,Low,34278.0,Yes
30585,54.0,Male,PhD,IT,Manager,12,27,3,49.0,Yes,6,94,2,3,10,0,35,Low,40993.0,Yes
30586,42.0,Female,PhD,IT,Manager,26,13,2,64.0,Yes,2,20,2,3,2,0,46,Medium,64322.0,Yes
30587,45.0,Male,PhD,HR,Manager,8,23,5,47.0,No,12,77,1,3,16,1,38,High,43059.0,Yes
30588,34.0,Male,Bachelor,HR,Engineer,16,7,3,30.0,Yes,15,81,3,5,15,3,29,Medium,50275.0,No
30589,30.0,Female,PhD,Sales,Engineer,26,19,5,62.0,Yes,19,17,4,5,5,4,27,High,67741.0,Yes
30590,30.0,Female,Master,HR,Manager,29,23,3,67.0,Yes,9,34,4,5,9,0,19,Low,72341.0,No
30591,28.0,Male,PhD,Finance,Engineer,12,7,3,53.0,No,3,25,3,3,13,0,34,Low,43067.0,No
30592,34.0,Male,Bachelor,IT,Engineer,19,8,3,66.0,Yes,12,3,4,2,16,2,28,High,52965.0,Yes
30593,58.0,Female,PhD,Sales,Engineer,8,16,2,36.0,Yes,9,29,3,4,17,4,7,High,31813.0,Yes
30594,52.0,Female,Master,HR,Manager,2,28,1,67.0,Yes,16,58,3,5,4,3,20,Medium,27433.0,No
30595,52.0,Male,Bachelor,Sales,Analyst,33,17,4,65.0,Yes,6,47,2,4,15,1,46,Low,,Yes
30596,23.0,Male,Master,IT,Analyst,8,25,2,44.0,No,15,9,1,4,8,2,35,Low,40671.0,Yes
30597,40.0,Female,PhD,HR,Engineer,27,8,1,38.0,Yes,10,66,3,4,13,0,35,Medium,61532.0,No
30598,33.0,Female,Bachelor,Finance,Engineer,17,23,2,52.0,No,17,12,1,4,16,1,36,Low,45222.0,Yes
30599,43.0,Male,Bachelor,HR,Manager,8,24,5,68.0,No,18,65,1,5,18,1,14,Low,44494.0,Yes
30600,39.0,Female,Master,Finance,Engineer,16,1,1,48.0,No,5,91,2,5,17,0,37,Medium,46566.0,Yes
30601,36.0,Male,Bachelor,Finance,Engineer,12,12,4,32.0,No,9,4,1,2,19,2,34,Low,48618.0,Yes
30602,56.0,Female,Bachelor,HR,Analyst,6,11,4,62.0,No,2,78,1,5,9,2,6,High,36308.0,Yes
30603,55.0,Male,Bachelor,IT,Manager,27,24,1,33.0,Yes,16,9,2,4,10,0,12,High,62574.0,Yes
30604,27.0,Female,Master,Sales,Engineer,0,25,4,36.0,No,5,84,3,4,1,2,17,High,27010.0,Yes
30605,57.0,Male,PhD,IT,Manager,4,26,5,55.0,Yes,18,89,2,3,17,0,32,High,34309.0,Yes
30606,28.0,Female,Master,Sales,Engineer,11,29,3,44.0,No,13,80,2,2,14,0,48,Medium,46662.0,Yes
30607,45.0,Male,PhD,Finance,Analyst,33,1,5,69.0,No,19,59,4,4,0,0,1,High,77574.0,Yes
30608,43.0,Female,PhD,IT,Analyst,23,12,5,55.0,Yes,13,5,4,4,7,4,49,Low,69094.0,No
30609,30.0,Female,Bachelor,Finance,Analyst,22,19,3,62.0,Yes,19,32,1,1,12,3,43,Low,62342.0,Yes
30610,50.0,Female,Bachelor,HR,Engineer,19,28,5,,Yes,15,48,2,3,14,4,23,High,58239.0,Yes
30611,53.0,Female,PhD,Finance,Manager,29,24,4,38.0,Yes,2,42,4,5,19,0,25,Medium,76292.0,No
30612,31.0,Female,PhD,Sales,Engineer,16,15,1,53.0,Yes,4,76,1,4,15,4,34,Medium,50786.0,Yes
30613,55.0,Female,Bachelor,IT,Analyst,5,26,3,50.0,Yes,9,21,2,3,1,2,44,Medium,28841.0,Yes
30614,47.0,Male,PhD,IT,Engineer,4,4,4,34.0,No,12,35,4,1,4,1,18,Medium,32521.0,Yes
30615,23.0,Male,PhD,IT,Manager,0,7,1,35.0,Yes,4,62,3,1,15,0,45,Low,21682.0,Yes
30616,28.0,Male,PhD,HR,Manager,16,16,5,32.0,Yes,7,43,3,1,12,4,3,Low,58197.0,Yes
30617,33.0,Female,PhD,Sales,Analyst,1,7,4,46.0,Yes,2,90,4,4,4,2,41,Medium,26834.0,No
30618,23.0,Male,PhD,IT,Manager,3,25,5,35.0,Yes,3,17,1,2,5,4,40,Medium,38916.0,Yes
30619,40.0,Female,Bachelor,HR,Engineer,3,26,3,54.0,No,6,7,2,2,15,3,37,Medium,26224.0,Yes
30620,55.0,Male,Bachelor,Finance,Analyst,2,11,2,45.0,No,15,18,4,1,3,2,29,High,24016.0,Yes
30621,33.0,Male,Master,HR,Engineer,9,4,5,57.0,Yes,8,83,3,1,16,2,29,Medium,48182.0,Yes
30622,40.0,Female,PhD,HR,Engineer,21,10,2,,No,12,71,1,5,3,4,26,Low,56027.0,Yes
30623,44.0,Female,Master,Sales,Manager,20,16,5,45.0,No,11,80,2,1,18,1,6,Medium,58711.0,Yes
30624,29.0,Female,Master,Sales,Engineer,4,8,5,45.0,Yes,18,74,3,2,17,1,32,High,31785.0,Yes
30625,50.0,Female,Bachelor,Sales,Engineer,34,5,4,47.0,No,17,71,3,3,3,0,40,Medium,78244.0,No
30626,45.0,Female,PhD,HR,Analyst,24,24,3,37.0,Yes,15,4,2,5,13,4,20,High,57007.0,Yes
30627,36.0,Female,Master,Finance,Analyst,22,6,5,64.0,No,14,78,4,2,6,3,40,High,61480.0,Yes
30628,28.0,Male,Master,Sales,Engineer,15,4,3,,Yes,8,67,1,5,12,3,39,Low,,Yes
30629,48.0,Female,Master,Finance,Engineer,10,15,5,54.0,Yes,12,24,3,5,0,0,38,High,45477.0,Yes
30630,32.0,Female,Bachelor,Finance,Engineer,32,17,1,35.0,Yes,14,6,1,3,8,4,20,High,69342.0,Yes
30631,44.0,Male,PhD,HR,Analyst,32,9,1,34.0,No,5,89,4,5,19,2,1,High,71927.0,Yes
30632,49.0,Male,PhD,HR,Engineer,22,24,3,63.0,No,18,19,1,3,3,3,43,Medium,63457.0,Yes
30633,35.0,Male,Bachelor,HR,Manager,31,21,1,41.0,No,11,95,4,2,7,3,33,High,68244.0,Yes
30634,38.0,Male,PhD,IT,Analyst,24,23,1,61.0,Yes,5,97,3,1,18,0,35,Low,,Yes
30635,27.0,Male,Bachelor,Sales,Analyst,16,4,2,37.0,Yes,13,19,2,5,3,4,5,Low,44694.0,Yes
30636,33.0,Male,PhD,IT,Analyst,34,23,4,46.0,No,19,47,4,3,2,0,29,Low,78584.0,No
30637,39.0,Male,Master,Finance,Manager,14,3,1,,No,3,48,3,5,19,4,30,High,45840.0,Yes
30638,25.0,Male,PhD,Sales,Engineer,13,3,1,52.0,No,6,35,1,4,4,4,15,Medium,40820.0,Yes
30639,46.0,Male,Master,Finance,Engineer,3,21,1,69.0,No,12,18,2,2,0,2,4,High,24295.0,Yes
30640,22.0,Female,PhD,Sales,Manager,20,22,5,56.0,No,15,92,4,2,13,3,22,Medium,59005.0,Yes
30641,53.0,Female,Master,HR,Manager,28,3,2,61.0,No,18,73,3,4,11,2,22,Medium,63223.0,No
30642,57.0,Female,PhD,IT,Analyst,6,12,2,50.0,No,6,78,2,2,4,4,12,Low,28032.0,Yes
30643,45.0,Female,Master,Sales,Manager,12,6,1,31.0,Yes,15,37,3,1,4,0,21,Medium,38534.0,Yes
30644,45.0,Male,PhD,IT,Manager,12,14,4,69.0,No,17,45,2,1,4,1,11,High,47577.0,Yes
30645,59.0,Male,Bachelor,IT,Manager,5,25,4,55.0,Yes,8,62,2,5,4,1,23,Low,40007.0,Yes
30646,50.0,Male,PhD,IT,Manager,5,2,2,34.0,No,13,73,3,5,18,1,34,Medium,34976.0,No
30647,24.0,Male,Master,IT,Analyst,5,19,3,33.0,No,13,67,1,3,0,4,49,Low,31171.0,Yes
30648,39.0,Female,Bachelor,Sales,Manager,12,7,4,56.0,No,6,90,3,2,13,4,1,Low,41305.0,Yes
30649,47.0,Male,Bachelor,Sales,Engineer,0,4,4,43.0,Yes,13,16,4,4,17,0,42,High,24587.0,Yes
30650,59.0,Female,Master,Sales,Analyst,1,21,2,62.0,No,18,37,4,1,19,2,13,High,27238.0,Yes
30651,,Female,Bachelor,HR,Engineer,20,13,5,63.0,Yes,8,43,1,2,13,4,16,Medium,59929.0,Yes
30652,57.0,Female,Master,Sales,Analyst,20,23,1,61.0,No,19,14,4,5,2,0,31,Low,51209.0,No
30653,45.0,Female,Bachelor,Finance,Engineer,22,4,4,53.0,Yes,6,6,1,1,12,4,1,High,65816.0,Yes
30654,,Female,PhD,HR,Engineer,27,9,1,59.0,No,3,22,2,5,7,3,28,Medium,65184.0,Yes
30655,51.0,Female,Master,IT,Analyst,33,16,3,,No,2,59,3,3,18,2,45,Low,73385.0,No
30656,55.0,Female,Bachelor,Sales,Analyst,20,5,1,56.0,No,7,32,3,1,1,4,14,Medium,50528.0,Yes
30657,48.0,Male,Bachelor,Finance,Manager,16,3,3,,No,13,25,3,5,3,3,33,Low,45599.0,No
30658,,Male,Master,IT,Engineer,19,22,2,37.0,Yes,19,63,1,4,13,4,31,Medium,47793.0,Yes
30659,24.0,Female,Master,Sales,Engineer,4,29,5,56.0,No,2,75,3,3,4,3,34,Medium,39836.0,No
30660,48.0,Male,Master,Finance,Analyst,11,28,3,69.0,Yes,2,58,2,4,14,0,26,Low,45055.0,Yes
30661,51.0,Male,Bachelor,IT,Engineer,12,11,4,48.0,No,6,56,4,4,3,1,19,Medium,48378.0,No
30662,43.0,Female,Bachelor,Sales,Engineer,14,4,3,65.0,No,6,94,1,2,16,3,8,Low,49621.0,Yes
30663,34.0,Female,PhD,HR,Analyst,8,8,5,55.0,Yes,7,34,3,4,6,1,28,Low,42646.0,No
30664,48.0,Female,Master,IT,Manager,34,14,1,54.0,Yes,15,80,1,4,13,0,2,Low,76218.0,Yes
30665,34.0,Female,PhD,Finance,Manager,8,10,2,41.0,Yes,9,93,2,5,2,3,38,Low,33897.0,Yes
30666,21.0,Female,Master,Finance,Analyst,3,9,1,58.0,No,19,36,1,4,9,1,22,Medium,29880.0,Yes
30667,52.0,Male,Bachelor,Sales,Engineer,0,0,3,44.0,Yes,17,38,4,3,19,2,5,Low,26156.0,No
30668,38.0,Female,Master,Finance,Engineer,16,3,4,59.0,No,18,7,1,1,15,1,46,Low,55472.0,Yes
30669,25.0,Male,PhD,IT,Manager,11,4,1,58.0,Yes,7,70,1,2,14,1,20,Medium,35956.0,Yes
30670,,Male,PhD,IT,Manager,3,17,5,66.0,No,15,62,4,3,5,1,11,Low,36075.0,No
30671,36.0,Female,Bachelor,HR,Manager,2,27,2,43.0,No,1,82,1,4,11,2,24,High,26856.0,Yes
30672,56.0,Female,PhD,IT,Manager,4,19,4,55.0,Yes,13,78,2,1,6,2,41,High,31193.0,Yes
30673,56.0,Male,PhD,Sales,Engineer,5,7,5,51.0,Yes,13,68,4,3,10,3,47,High,35590.0,Yes
30674,50.0,Male,Bachelor,IT,Engineer,4,24,1,37.0,Yes,12,29,4,1,17,3,5,Low,31410.0,Yes
30675,58.0,Male,PhD,Finance,Engineer,30,6,4,,Yes,9,62,4,4,9,4,22,High,71524.0,Yes
30676,43.0,Female,Bachelor,Sales,Analyst,9,8,2,55.0,No,13,2,2,5,7,4,23,Low,34067.0,Yes
30677,31.0,Female,Bachelor,Sales,Analyst,21,18,3,66.0,Yes,3,76,3,1,3,2,7,Low,59954.0,Yes
30678,45.0,Male,PhD,Finance,Engineer,3,2,2,32.0,Yes,16,3,3,3,3,2,18,High,30085.0,Yes
30679,22.0,Female,Bachelor,IT,Manager,6,9,1,48.0,No,7,28,3,5,17,1,31,Medium,34409.0,No
30680,,Female,Master,Finance,Manager,26,0,4,56.0,No,10,18,3,5,2,4,2,Medium,67042.0,No
30681,,Male,Bachelor,IT,Engineer,2,17,3,53.0,No,12,61,4,4,13,1,44,High,33110.0,Yes
30682,33.0,Male,PhD,IT,Manager,17,11,2,53.0,Yes,3,56,1,4,17,1,15,High,49225.0,Yes
30683,57.0,Female,Master,IT,Engineer,5,3,1,31.0,Yes,6,50,4,4,10,4,42,High,29799.0,Yes
30684,50.0,Female,Master,IT,Manager,12,19,3,35.0,No,6,16,1,5,12,0,18,Medium,39238.0,Yes
30685,31.0,Female,Master,IT,Manager,31,4,1,66.0,Yes,4,90,3,5,3,3,23,Low,66848.0,No
30686,43.0,Female,Master,IT,Manager,14,7,4,39.0,No,2,93,4,2,19,3,47,High,45731.0,Yes
30687,48.0,Male,Bachelor,Sales,Engineer,14,5,1,51.0,No,1,57,4,3,6,3,5,Low,42727.0,No
30688,49.0,Male,Bachelor,Finance,Manager,27,10,1,37.0,Yes,17,96,3,2,18,4,26,High,62247.0,Yes
30689,35.0,Female,Bachelor,Sales,Manager,19,3,4,69.0,No,17,44,2,5,17,1,28,Low,59320.0,Yes
30690,23.0,Male,PhD,HR,Engineer,13,9,5,50.0,No,2,83,3,3,5,3,10,Low,50887.0,No
30691,29.0,Female,PhD,HR,Manager,4,22,3,38.0,No,10,44,1,4,17,2,33,High,35179.0,Yes
30692,28.0,Male,Master,Finance,Engineer,5,18,2,58.0,No,19,39,2,3,1,4,11,Medium,34440.0,Yes
30693,53.0,Female,PhD,Sales,Engineer,27,11,1,64.0,Yes,5,77,4,1,18,2,40,High,58717.0,Yes
30694,54.0,Male,Bachelor,HR,Manager,26,6,4,,Yes,16,96,4,5,5,1,7,High,67126.0,Yes
30695,29.0,Male,Bachelor,Sales,Engineer,27,8,2,33.0,Yes,14,20,1,5,1,3,1,High,65488.0,Yes
30696,37.0,Male,Bachelor,HR,Analyst,31,11,1,44.0,Yes,8,59,4,3,5,4,3,Medium,67602.0,No
30697,21.0,Male,Bachelor,IT,Manager,13,20,3,59.0,No,2,60,1,3,8,0,44,Low,40919.0,Yes
30698,25.0,Male,Bachelor,Finance,Analyst,4,21,2,58.0,No,9,48,2,4,6,3,5,Medium,33347.0,Yes
30699,50.0,Male,Master,Sales,Manager,27,22,5,51.0,No,9,55,4,2,5,4,31,High,67245.0,Yes
30700,31.0,Female,Bachelor,Sales,Manager,13,15,2,49.0,Yes,14,27,1,4,8,4,46,Medium,47302.0,Yes
30701,48.0,Female,Bachelor,Sales,Manager,26,6,1,41.0,Yes,15,9,4,5,4,3,2,High,59968.0,Yes
30702,,Male,Bachelor,HR,Engineer,22,24,2,36.0,Yes,18,41,4,4,2,0,1,Low,56375.0,No
30703,37.0,Male,Master,Finance,Engineer,20,15,1,67.0,Yes,1,86,1,4,16,2,35,Medium,52933.0,Yes
30704,43.0,Female,Bachelor,IT,Manager,23,10,3,48.0,No,11,47,2,5,4,2,32,Low,60046.0,Yes
30705,38.0,Male,PhD,HR,Analyst,21,9,1,40.0,No,16,66,1,4,19,3,47,Low,57983.0,Yes
30706,57.0,Male,Master,HR,Analyst,19,0,4,50.0,Yes,12,14,1,1,7,2,48,Medium,58505.0,Yes
30707,47.0,Female,Master,Sales,Engineer,1,15,3,59.0,No,15,81,2,4,15,1,9,High,28307.0,Yes
30708,45.0,Male,Bachelor,HR,Engineer,1,20,2,67.0,Yes,17,77,1,3,12,4,26,Medium,28334.0,Yes
30709,25.0,Male,Bachelor,IT,Engineer,30,5,4,39.0,No,13,75,2,2,3,3,45,High,71358.0,Yes
30710,39.0,Male,Bachelor,Finance,Analyst,9,22,1,35.0,Yes,13,12,1,5,9,1,14,Medium,36853.0,Yes
30711,47.0,Female,Master,HR,Analyst,19,27,3,69.0,No,19,83,2,5,4,3,11,High,56980.0,Yes
